game_name,reviews_like_rate,all_reviews_number_k,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads_k,day,month,year,total_revenue_million,main_tag,main_feature,reviews_like_rate_MinMax,all_reviews_number_MinMax,price_MinMax,difficulty_MinMax,age_restriction_MinMax,rating_MinMax,length_MinMax,estimated_downloads_MinMax,total_revenue_MinMax,developer_Cod,main_tag_Cod,main_feature_Cod,supported_os_Cod,generation
THRONE AND LIBERTY,68,63.38,2024-10-01,NCSOFT,"MMORPG, Open World",win,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Spanish - Latin America, Korean",0.0,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",13,3.5,2,47,4300.0,1,10,2024,0.0,MMORPG,MMO,0.6000000000000001,0.0071980771808345095,0.0,0.25,0.7647058823529411,0.7004504504504504,0.5822784810126582,0.014044195263995734,0.0,1003,19,2,0,9
The Elder Scrolls® Online,82,127.55,2014-04-04,ZeniMax Online Studios,"MMORPG, Open World, Fantasy, Action","win, mac","English, French, German, Russian, Spanish - Spain, Simplified Chinese",11.99,"MMO, Online PvP, Online Co-op, Steam Trading Cards, Captions available, In-App Purchases, HDR available, Family Sharing",17,3.42,3,73,9270.0,4,4,2014,111.15,MMORPG,MMO,0.7750000000000001,0.014487024832627952,0.14989373671708964,0.5,1.0,0.6824324324324323,0.9113924050632912,0.030277011872264,0.022541981017279146,1719,19,2,3,8
9 Kings,93,2.68,2025-05-23,Sad Socket,"Strategy, RPG, Roguelike, Fantasy","win, mac","English, German, Simplified Chinese, Traditional Chinese, Korean, Japanese, Portuguese - Brazil, Portuguese - Portugal, Spanish - Spain, Spanish - Latin America, French, Italian, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Indonesian, Norwegian, Polish, Romanian, Russian, Swedish, Turkish, Ukrainian, Filipino, Malay, Slovak",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.57,4,20,179.6,23,5,2025,1.44,Strategy,Single-player,0.9125000000000001,0.0003032801968254401,0.09988748593574197,0.75,0.7647058823529411,0.7162162162162161,0.24050632911392406,0.0005863084324648363,0.0002920418593331711,1310,36,7,3,9
DOOM: The Dark Ages,86,13.35,2025-05-15,id Software,"Action, FPS, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Arabic, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Japanese, Turkish",49.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",17,3.88,3,21,649.5,15,5,2025,32.47,Action,Single-player,0.825,0.001515265103240214,0.6249531191398925,0.5,1.0,0.7860360360360359,0.2531645569620253,0.0021210771496127756,0.00658513831426949,1743,2,7,0,9
The Planet Crafter,96,50.22,2024-04-10,Miju Games,"Open World, Crafting, Building, Survival, Automation",win,"English, French, German, Spanish - Spain, Simplified Chinese, Russian, Polish, Portuguese - Portugal, Korean, Japanese, Portuguese - Brazil, Italian, Traditional Chinese, Turkish",12.49,"Single-player, Online Co-op, Steam Achievements, Family Sharing",0,3.92,3,41,1730.0,10,4,2024,21.61,Open World,Single-player,0.9500000000000002,0.005703257933560055,0.1561445180647581,0.5,0.0,0.7950450450450449,0.5063291139240507,0.00565016333577653,0.004382655958465158,949,21,7,0,9
The Last of Us™ Part II Remastered,90,14.7,2025-04-03,Naughty Dog LLC,"Story Rich, Shooter, Action, Stealth, Horror",win,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Croatian",49.99,"Single-player, Steam Achievements, Steam Cloud, HDR available, Family Sharing",17,3.98,3,40,710.6,3,4,2025,35.52,Story Rich,Single-player,0.875,0.001668609022983414,0.6249531191398925,0.5,1.0,0.8085585585585585,0.4936708860759494,0.002320639542925691,0.007203699196884888,1016,35,7,0,9
Shop Titans,78,16.9,2020-05-05,"Kabam Games, Inc.","Crafting, RPG, Simulation, Management, Building",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian",0.0,"Single-player, MMO, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",10,2.9,2,45,3100.0,5,5,2020,0.0,Crafting,Single-player,0.7250000000000001,0.0019185028181204805,0.0,0.25,0.5882352941176471,0.5653153153153152,0.5569620253164558,0.010124802923971202,0.0,800,10,7,0,9
Knight Online,50,10.88,2016-01-26,Noah System,"MMORPG, Action, Adventure",win,"English, Turkish",0.0,"Single-player, MMO, Steam Trading Cards, In-App Purchases",13,2.64,5,80,2030.0,26,1,2016,0.0,MMORPG,Single-player,0.375,0.0012347025241545072,0.0,1.0,0.7647058823529411,0.5067567567567567,1.0,0.006630011420782664,0.0,1052,19,7,0,8
Call of Duty®: Warzone™,31,44.78,2022-11-16,Infinity Ward,"FPS, Action, Survival",win,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",0.0,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, In-App Purchases",17,2.88,3,19,70450.0,16,11,2022,0.0,FPS,Single-player,0.1375,0.005085338731039308,0.0,0.5,1.0,0.5608108108108107,0.22784810126582278,0.23010069800784802,0.0,735,14,7,0,9
Insurgency: Sandstorm,85,98.44,2018-12-12,New World Interactive,"FPS, Realistic, War, Tactical",win,"English, French, Italian, German, Simplified Chinese, Russian, Spanish - Latin America, Spanish - Spain, Traditional Chinese, Korean, Danish, Finnish, Hungarian, Japanese, Norwegian, Dutch, Polish, Portuguese - Portugal, Portuguese - Brazil, Swedish, Czech, Thai, Turkish",20.99,"Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",17,3.78,4,59,6040.0,12,12,2018,126.78,FPS,Online PvP,0.8125,0.011180475570609765,0.2624078009751219,0.75,1.0,0.7635135135135134,0.7341772151898734,0.019727314157031304,0.025711852032124605,1025,14,4,0,8
Diablo® IV,71,36.16,2023-10-17,"Blizzard Entertainment, Inc.","Action, RPG, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Turkish",49.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",17,3.7,4,71,1540.0,17,10,2023,76.98,Action,Single-player,0.6375000000000001,0.004106209406456801,0.6249531191398925,0.75,1.0,0.7454954954954954,0.8860759493670887,0.0050295928819393135,0.015612071063519105,207,2,7,0,9
Conqueror's Blade,68,34.15,2020-04-06,Booming Tech,"Combat, MMORPG, Action, War, Strategy, Sandbox",win,"English, Simplified Chinese, Traditional Chinese, Spanish - Spain, Japanese, Thai, Vietnamese, Korean, Portuguese - Brazil, Spanish - Latin America, French, German, Polish, Russian, Turkish",0.0,"MMO, Online PvP, Online Co-op, Steam Achievements, In-App Purchases",13,3.13,1,4,3130.0,6,4,2020,0.0,Combat,MMO,0.6000000000000001,0.0038778973481724812,0.0,0.0,0.7647058823529411,0.617117117117117,0.0379746835443038,0.010222787732471816,0.0,224,9,2,0,9
Dead Island 2,77,9.36,2024-04-22,Dambuster Studios,"FPS, Adventure, Horror, Crafting, Survival",win,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",37.49,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.34,3,26,761.6,22,4,2024,28.55,FPS,Single-player,0.7125,0.0010620486293325337,0.46868358544818106,0.5,1.0,0.6644144144144143,0.3164556962025316,0.002487213717376734,0.005790135474973635,389,14,7,0,9
Assassin's Creed® Origins,85,104.6,2017-10-27,Ubisoft Montreal,"Open World, Action, RPG, Stealth",win,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",47.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases, Remote Play on Tablet, HDR available",17,4.01,3,64,5960.0,27,10,2017,286.02,Open World,Single-player,0.8125,0.011880178196993552,0.5999499937492186,0.5,1.0,0.8153153153153152,0.7974683544303798,0.019466021334363003,0.05800681431005111,1606,21,7,0,8
The Elder Scrolls IV: Oblivion Remastered,81,44.2,2025-04-22,Bethesda Game Studios,"RPG, Open World, Fantasy, Adventure, Action",win,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Simplified Chinese",34.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,4.19,3,64,2280.0,22,4,2025,79.78,RPG,Single-player,0.7625,0.005019457639594082,0.4374296787098388,0.5,1.0,0.8558558558558559,0.7974683544303798,0.007446551491621108,0.016179930234444716,180,25,7,0,9
Hearts of Iron IV,91,237.19,2016-06-06,Paradox Development Studio,"Strategy, War, Simulation, Sandbox","win, mac, linux","English, French, German, Polish, Portuguese - Brazil, Russian, Spanish - Spain, Japanese, Simplified Chinese",29.99,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",10,3.7,4,74,11460.0,6,6,2016,343.69,Strategy,Single-player,0.8875,0.02694082287754977,0.37492186523315413,0.75,0.5882352941176471,0.7454954954954954,0.9240506329113924,0.037429902892808765,0.06970268516265109,1121,36,7,4,8
Dying Light,95,337.29,2015-01-26,Techland,"Survival, Horror, RPG, Open World, Crafting, Action",win,"English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Korean, Simplified Chinese, Spanish - Latin America, Japanese, Thai, Traditional Chinese, Turkish, Czech",19.49,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,3.78,3,41,19550.0,26,1,2015,381.03,Survival,Single-player,0.9375,0.03831099055628631,0.2436554569321165,0.5,1.0,0.7635135135135134,0.5063291139240507,0.06385313958514083,0.07727549282063761,1522,37,7,0,8
Delta Force,63,110.91,2024-12-05,Team Jade,"FPS, Action, Tactical",win,"English, Simplified Chinese, French, German, Russian, Spanish - Latin America, Arabic, Japanese, Korean, Portuguese - Brazil, Traditional Chinese, Turkish",0.0,"Single-player, MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",13,3.03,4,80,189.3,5,12,2024,0.0,FPS,Single-player,0.5375000000000001,0.012596919036682138,0.0,0.75,0.7647058823529411,0.5945945945945945,1.0,0.000617990187213368,0.0,1513,14,7,0,9
Black Myth: Wukong,96,834.31,2024-08-20,Game Science,"RPG, Action, Souls-like, Fantasy",win,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Italian, Turkish, Thai",59.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.79,4,45,70830.0,20,8,2024,4249.09,RPG,Single-player,0.9500000000000002,0.09476654240129763,0.7499687460932617,0.75,0.7647058823529411,0.7657657657657657,0.5569620253164558,0.23134183891552246,0.8617445444958222,615,25,7,0,9
Stray,97,139.2,2022-07-19,BlueTwelve Studio,"Adventure, Open World, Cute, Stealth","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Dutch, Portuguese - Portugal",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",10,3.84,2,8,5390.0,19,7,2022,80.8,Adventure,Single-player,0.9625000000000001,0.01581032606596742,0.1873984248031004,0.25,0.5882352941176471,0.7770270270270269,0.08860759493670886,0.01760430997285135,0.016386793218139045,217,3,7,3,9
Call of Duty®: Black Ops 6,45,11.72,2024-10-25,Treyarch,"Action, FPS",win,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Russian, Traditional Chinese, Japanese, Spanish - Latin America, Arabic, Simplified Chinese, Portuguese - Brazil",69.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, In-App Purchases",17,3.6,3,28,70450.0,25,10,2024,4930.8,Action,Single-player,0.3125,0.0013301165186613874,0.8749843730466308,0.5,1.0,0.7229729729729729,0.34177215189873417,0.23010069800784802,1.0,1584,2,7,0,9
Path of Exile 2,72,126.64,2024-12-06,Grinding Gear Games,"Action, Adventure, RPG, Souls-like",win,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Thai",29.99,"Single-player, MMO, Online Co-op, HDR available",17,4.36,4,73,7000.0,6,12,2024,209.93,Action,Single-player,0.65,0.014383659671912167,0.37492186523315413,0.75,1.0,0.8941441441441441,0.9113924050632912,0.022862828029050927,0.042575241340147646,664,2,7,0,9
"Warhammer 40,000: Rogue Trader",84,21.53,2023-12-07,Owlcat Games,"Story Rich, RPG, Strategy, Turn-Based, Fantasy","win, mac","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Turkish",24.99,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",13,3.69,3,75,2070.0,7,12,2023,51.73,Story Rich,Single-player,0.8,0.0024444156687953075,0.3124140517564695,0.5,0.7647058823529411,0.7432432432432432,0.9367088607594937,0.0067606578321168145,0.010491198182850653,1103,35,7,3,9
Monster Hunter Wilds,62,132.19,2025-02-28,"CAPCOM Co., Ltd.","Action, RPG, Open World, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Arabic, Spanish - Latin America, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean",52.49,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",13,3.49,3,56,6870.0,28,2,2025,360.61,Action,Single-player,0.525,0.015014073564189765,0.6562070258782348,0.5,0.7647058823529411,0.6981981981981982,0.6962025316455697,0.022438227192214937,0.07313417700981585,251,2,7,0,9
Age of Empires IV: Anniversary Edition,86,60.76,2021-10-28,World's Edge,"Strategy, Building, War, Management",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Vietnamese, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Norwegian, Polish, Portuguese - Portugal, Swedish, Hindi",19.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",13,4.0,3,37,3400.0,28,10,2021,67.97,Strategy,Single-player,0.825,0.006900476388444002,0.24990623827978495,0.5,0.7647058823529411,0.813063063063063,0.45569620253164556,0.011104651008977335,0.013784781374219193,1693,36,7,0,9
Assassin’s Creed Shadows,79,19.15,2025-03-20,Ubisoft Quebec,"Action, Adventure, Open World, Combat",win,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Polish",55.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases, HDR available",17,3.4,4,57,686.0,20,3,2025,38.41,Action,Single-player,0.7375,0.0021740760176924803,0.699962495311914,0.75,1.0,0.6779279279279279,0.7088607594936709,0.0022402919999551883,0.00778981098401882,1609,2,7,0,9
Left 4 Dead,96,51.95,2008-11-17,Valve,"FPS, Action, Survival, Horror",win,"English, French, German, Spanish - Spain, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Simplified Chinese, Swedish, Traditional Chinese, Korean, Bulgarian, Czech, Greek, Hungarian, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Turkish, Ukrainian, Vietnamese",5.79,"Single-player, Steam Achievements, Captions available, Steam Cloud, Stats, Steam Leaderboards, Includes Source SDK, Commentary available, Remote Play on TV, Family Sharing",17,4.04,3,31,65370.0,17,11,2008,378.49,FPS,Single-player,0.9500000000000002,0.005899765327008749,0.07238404800600075,0.5,1.0,0.822072072072072,0.37974683544303794,0.21350860376841083,0.07676036342986939,1630,14,7,0,7
Split Fiction,97,50.5,2025-03-06,Hazelight Studios,"Platformer, Story Rich, Adventure",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese",49.99,"Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play Together, HDR available, Family Sharing",13,4.11,3,17,3800.0,6,3,2025,189.96,Platformer,Online Co-op,0.9625000000000001,0.005735062598395682,0.6249531191398925,0.5,0.7647058823529411,0.8378378378378378,0.20253164556962025,0.012411115122318846,0.03852518861036749,690,23,3,0,9
SnowRunner,90,35.75,2021-05-18,Saber Interactive,"Simulation, Driving, Realistic","win, mac","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",20.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",13,3.8,4,55,2230.0,18,5,2021,46.81,Simulation,Single-player,0.875,0.004059638290090348,0.2624078009751219,0.75,0.7647058823529411,0.768018018018018,0.6835443037974683,0.007283243477453419,0.009493388496795652,1306,31,7,3,9
Crusader Kings III,91,80.21,2020-09-01,Paradox Development Studio,"Strategy, Management, Simulation, RPG, Sandbox","win, mac, linux","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Korean, Polish",29.99,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",13,4.05,3,76,4680.0,1,9,2020,140.35,Strategy,Single-player,0.8875,0.00910976471363307,0.37492186523315413,0.5,0.7647058823529411,0.8243243243243242,0.949367088607595,0.015285336171670168,0.02846394094264622,1121,36,7,4,9
